"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-07-18",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"71",",,0","47",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-07-19",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"77",",,0","50",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-07-20",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"78",",,0","49",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-07-21",,,"0.49",",,0,","0.0",",,0","0.0",",,0",,,"76",",,0","51",",,0",,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-07-22",,,"0.25",",,0,","0.0",",,0","0.0",",,0",,,"72",",,0","50",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-07-23",,,"0.04",",,0,","0.0",",,0","0.0",",,0",,,"70",",,0","52",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-07-24",,,"0.00","T,,0,","0.0",",,0","0.0",",,0",,,"67",",,0","48",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-07-25",,,"2.19",",,0,","0.0",",,0","0.0",",,0",,,"58",",,0","48",",,0",,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-07-26",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"82",",,0","52",",,0",,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-07-27",,,"0.70",",,0,","0.0","T,,0","0.0",",,0",,,"75",",,0","44",",,0",,,,,,,"    1",",,0",,,"    1",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-07-28",,,"0.02",",,0,","0.0",",,0","0.0",",,0",,,"64",",,0","46",",,0",,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-07-29",,,"0.06",",,0,","0.0","T,,0","0.0",",,0",,,"65",",,0","46",",,0",,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-07-30",,,"0.38",",,0,","0.0",",,0","0.0",",,0",,,"64",",,0","39",",,0",,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-07-31",,,"1.00",",,0,","0.0",",,0","0.0",",,0",,,"62",",,0","52",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-08-01",,,"0.29",",,0,","0.0",",,0","0.0",",,0",,,"66",",,0","49",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-08-02",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"68",",,0","47",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-08-03",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"70",",,0","41",",,0",,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-08-04",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"75",",,0","42",",,0",,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-08-05",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"80",",,0","47",",,0",,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-08-06",,,"0.00","T,,0,","0.0",",,0","0.0",",,0",,,"81",",,0","56",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-08-07",,,"0.01",",,0,","0.0",",,0","0.0",",,0",,,"82",",,0","60",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-08-08",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"85",",,0","55",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-08-09",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"78",",,0","54",",,0",,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-08-10",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"67",",,0","42",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-08-11",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"72",",,0","38",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-08-12",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"75",",,0","40",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-08-13",,,"0.04",",,0,","0.0",",,0","0.0",",,0",,,"76",",,0","43",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-08-14",,,"0.37",",,0,","0.0",",,0","0.0",",,0",,,"74",",,0","54",",,0",,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-08-15",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"78",",,0","54",",,0",,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-08-16",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"84",",,0","51",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-08-17",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"64",",,0","40",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-08-18",,,"0.06",",,0,","0.0",",,0","0.0",",,0",,,"65",",,0","39",",,0",,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-08-19",,,"0.04",",,0,","0.0",",,0","0.0",",,0",,,"56",",,0","38",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-08-20",,,"0.10",",,0,","0.0",",,0","0.0",",,0",,,"70",",,0","33",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-08-21",,,"0.00","T,,0,","0.0",",,0","0.0",",,0",,,"62",",,0","39",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-08-22",,,"0.18",",,0,","0.0",",,0","0.0",",,0",,,"69",",,0","38",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-08-23",,,"0.00","T,,0,","0.0",",,0","0.0",",,0",,,"63",",,0","37",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-08-24",,,"1.85",",,0,","0.0",",,0","0.0",",,0",,,"51",",,0","42",",,0",,,,,"    1",",,0","    1",",,X",,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-08-25",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"66",",,0","32",",,0",,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-08-26",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"63",",,0","38",",,0",,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-08-27",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"75",",,0","44",",,0",,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-08-28",,,"0.00","T,,0,","0.0",",,0","0.0",",,0",,,"70",",,0","55",",,0",,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-08-29",,,"0.18",",,0,","0.0",",,0","0.0",",,0",,,"66",",,0","51",",,0",,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-08-30",,,"0.31",",,0,","0.0",",,0","0.0",",,0",,,"77",",,0","48",",,0",,,,,"    1",",,0","    1",",,X",,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-08-31",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"70",",,0","45",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-09-01",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"70",",,0","40",",,0",,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-09-02",,,"1.05",",,0,","0.0","T,,0","0.0",",,0",,,"74",",,0","44",",,0",,,,,"    1",",,0","    1",",,X",,,"    1",",,0",,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-09-03",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"65",",,0","46",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-09-04",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"72",",,0","36",",,0",,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-09-05",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"76",",,0","48",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-09-06",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"78",",,0","49",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-09-07",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"78",",,0","52",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-09-08",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"70",",,0","46",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-09-09",,,"0.01",",,0,","0.0",",,0","0.0",",,0",,,"61",",,0","43",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-09-10",,,"0.07",",,0,","0.0",",,0","0.0",",,0",,,"56",",,0","47",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-09-11",,,"0.37",",,0,","0.0",",,0","0.0",",,0",,,"52",",,0","47",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-09-12",,,"0.10",",,0,","0.0",",,0","0.0",",,0",,,"53",",,0","46",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-09-13",,,"0.12",",,0,","0.0",",,0","0.0",",,0",,,"57",",,0","50",",,0",,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-09-14",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"64",",,0","39",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-09-15",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"64",",,0","35",",,0",,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-09-16",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"57",",,0","42",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-09-17",,,"0.10",",,0,","0.0",",,0","0.0",",,0",,,"67",",,0","46",",,0",,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-09-18",,,"0.55",",,0,","0.0",",,0","0.0",",,0",,,"70",",,0","51",",,0",,,,,"    1",",,0","    1",",,X",,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-09-19",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"72",",,0","45",",,0",,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-09-20",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"73",",,0","47",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-09-21",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"57",",,0","44",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-09-22",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"66",",,0","44",",,0",,,,,"    1",",,X",,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-09-23",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"56",",,0","31",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-09-24",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"71",",,0","30",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-09-25",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"83",",,0","44",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-09-26",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"76",",,0","50",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-09-27",,,"0.25",",,0,","0.0",",,0","0.0",",,0",,,"61",",,0","46",",,0",,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-09-28",,,"0.01",",,0,","0.0",",,0","0.0",",,0",,,"64",",,0","41",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-09-29",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"57",",,0","36",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-09-30",,,"0.87",",,0,","0.0",",,0","0.0",",,0",,,"54",",,0","32",",,0",,,,,"    1",",,0","    1",",,X",,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-10-01",,,"0.46",",,0,","0.0",",,0","0.0",",,0",,,"48",",,0","41",",,0",,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-10-02",,,"0.81",",,0,","0.1",",,0","0.0",",,0",,,"43",",,0","32",",,0",,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X","    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-10-03",,,"0.02",",,0,","0.0","T,,0","0.0",",,0",,,"41",",,0","30",",,0",,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,"    1",",,X","    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-10-04",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"52",",,0","29",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-10-05",,,"0.05",",,0,","0.0",",,0","0.0",",,0",,,"55",",,0","32",",,0",,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-10-06",,,"0.31",",,0,","0.0",",,0","0.0",",,0",,,"62",",,0","42",",,0",,,,,"    1",",,0","    1",",,X",,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-10-07",,,"0.00","T,,0,","0.0",",,0","0.0",",,0",,,"65",",,0","40",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-10-08",,,"0.00","T,,0,","0.0",",,0","0.0",",,0",,,"49",",,0","43",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-10-09",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"62",",,0","42",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-10-10",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"59",",,0","40",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-10-11",,,"0.01",",,0,","0.0",",,0","0.0",",,0",,,"55",",,0","41",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-10-12",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"58",",,0","32",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-10-13",,,"0.00","T,,0,","0.0",",,0","0.0",",,0",,,"55",",,0","31",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-10-14",,,"0.00","T,,0,","0.0",",,0","0.0",",,0",,,"51",",,0","33",",,0",,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-10-15",,,"0.18",",,0,","0.1",",,0","0.0",",,0",,,"52",",,0","33",",,0",,,,,,,"    1",",,0",,,"    1",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-10-16",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"55",",,0","34",",,0",,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-10-17",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"54",",,0","29",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-10-18",,,"0.02",",,0,","0.0",",,0","0.0",",,0",,,"54",",,0","48",",,0",,,,,"    1",",,0","    1",",,X",,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-10-19",,,"0.05",",,0,","0.0",",,0","0.0",",,0",,,"50",",,0","38",",,0",,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-10-20",,,"0.00","T,,0,","0.0",",,0","0.0",",,0",,,"56",",,0","36",",,0",,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-10-21",,,"0.00","T,,0,","0.0",",,0","0.0",",,0",,,"39",",,0","26",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-10-22",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"37",",,0","24",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
